age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,was_contacted_before,never_contacted_before,previously_successful,has_any_loan,is_married,is_weekday_mon_thu,actual,predicted,propensity_score
44,admin.,single,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,1,0,1,0,0,0,0,0.27104512236942174
36,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,1,0,1,0,1,0,0,0.27100519168398063
33,technician,single,basic.9y,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,1,0,0,0,1,0,0,0.27097723371735777
41,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,1,1,0,0,1,1,0,0,0.27097505380971965
46,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,1,0,1,0,0,0.2709368938871793
25,admin.,married,university.degree,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,0,1,1,1,0,0,0.27093141679756794
31,services,single,high.school,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,0,1,0,1,0,0,0.2708504657165398
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,0,1,0,0,0.2707078466526441
56,retired,married,basic.4y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,1,1,0,0,0.2707077427322842
37,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,1,1,1,0,0,0.2707059690620184
38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,1,1,0,0,0,0.27065684614063446
30,admin.,single,university.degree,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,0,1,0,0,0.27060534113715523
28,admin.,single,university.degree,unknown,yes,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,1,0,1,0,1,0,0,0.2705876451066212
56,services,married,high.school,no,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,1,0,0,0.2705803350118448
31,technician,married,high.school,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,1,1,1,0,0,0.27056640399432735
31,services,single,university.degree,no,yes,no,cellular,jul,mon,9,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,1,0,1,0,1,0,0,0.27053809960363273
33,technician,single,professional.course,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,1,0,0,0,0,0,0,0.27046197238247033
47,services,single,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,1,0,0,0.27044393572512826
38,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,0,1,1,1,0,0,0.27043208291055776
35,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,1,0,0,1,1,0,0,0.27037824643338787
34,technician,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,1,1,0,0,0.27036545836994114
38,entrepreneur,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,1,0,0,0.27035704359614326
38,unemployed,divorced,high.school,unknown,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,1,0,1,0,0,0.27033234845028065
29,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,1,1,0,0,0.270318892482247
33,technician,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,1,1,1,0,0,0.2702921867244685
46,technician,married,professional.course,no,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,1,0,0,0.2701542494692687
40,services,divorced,high.school,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,0,0,1,0,0,0.27014011549577843
33,technician,single,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,1,0,0,0.27013265882310533
38,student,single,university.degree,no,unknown,unknown,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,1,0,0,0.27012058627554486
34,technician,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,1,0,0,1,1,0,0,0.27011651516749974
47,technician,single,unknown,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,1,0,0,0.2700497211301206
46,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,1,1,0,0,0.2700303495522786
27,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,1,0,1,0,1,0,0,0.27002711777063637
40,technician,married,basic.9y,no,no,no,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,1,1,0,0,0.26997994435084754
39,management,married,university.degree,unknown,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,1,1,0,0,0.26995165518175845
44,technician,married,high.school,no,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,1,0,1,1,0,0,0,0.2699408752778323
32,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,0,1,0,0,0.26991173762671783
28,admin.,single,high.school,no,no,no,telephone,jun,wed,8,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,1,0,0,0.26981816598861674
39,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,1,0,0,1,1,0,0,0.26981113038639276
33,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,0,1,0,0,0.26973661109716957
31,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,1,1,0,0,0.2697265922774065
45,admin.,single,high.school,unknown,no,no,cellular,may,wed,5,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,1,0,0,0,1,0,0,0.26969373211585834
23,blue-collar,single,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,1,0,0,0.26963807811219065
50,technician,married,high.school,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,1,1,0,0,0.26961951204704754
51,self-employed,married,university.degree,unknown,unknown,unknown,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,1,0,0,0,0.26960588258167806
49,technician,married,professional.course,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,1,0,1,1,0,0,0,0.2695918617265064
33,blue-collar,single,professional.course,no,no,no,cellular,may,tue,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,1,0,0,0.2695696333523792
32,technician,single,professional.course,no,no,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,1,0,0,0,1,0,0,0.2695504839933818
32,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,1,1,0,1,0,1,0,0,0.2695080250382011
24,student,single,high.school,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,1,0,0,0.26946186127947663
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,1,0,1,0,1,0,0,0.2693519335916907
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,0,1,0,1,0,0,0.26932902884006504
54,admin.,married,high.school,no,no,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,1,0,1,1,1,0,0,0.269322119815869
29,blue-collar,married,high.school,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,1,1,0,0,0.26930749427212197
48,technician,single,high.school,no,no,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,1,0,1,0,0,0.2692931967053308
34,management,married,university.degree,no,yes,no,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,1,1,1,0,0,0.2692789583005652
40,management,married,university.degree,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,1,0,0,0.2692617062289856
55,management,married,university.degree,no,no,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,1,1,0,0,0,0.2692416447558443
35,entrepreneur,married,basic.6y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,0,1,1,1,0,0,0.2691831738524468
56,retired,divorced,university.degree,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,1,0,1,0,1,0,0,0.26917213088606545
55,admin.,married,university.degree,no,unknown,unknown,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,1,1,0,0,0.2691645382054437
54,admin.,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,1,0,1,1,0,0,0,0.2691608753765031
52,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,0,1,1,1,0,0,0.26911975400330124
56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,1,0,0,1,1,0,0,0.2691031916415774
41,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,0,1,0,0,0.2690905369075169
46,technician,married,professional.course,no,no,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,1,0,1,1,1,0,0,0.2690024194115288
31,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,1,0,1,0,0,0.2689354577216882
32,technician,married,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,1,1,0,0,0.2688856243258374
37,technician,married,professional.course,no,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,1,0,1,1,0,1,0,0.26881890490712973
26,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,1,0,1,0,1,0,0,0.26875595426268684
41,services,married,high.school,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,0,0,0,0.26874669647092914
30,technician,single,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,1,0,0,0,1,0,0,0.26874347529749326
29,admin.,single,professional.course,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,1,0,1,0,1,0,0,0.26867775814854583
41,self-employed,divorced,university.degree,no,no,yes,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,0,1,0,1,0,0,0.26864665921402847
50,services,married,basic.6y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,1,0,1,1,1,0,0,0.2686236318581752
48,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,1,1,0,0.26862138252580037
38,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,1,1,1,0,0,0.26848893268366814
36,technician,married,university.degree,no,no,no,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,1,1,0,0,0.26840542986196747
47,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,1,1,0,0,0.26833304723837104
50,management,divorced,university.degree,no,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,1,1,0,1,0,0,0,0,0.26833193812252815
28,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,1,0,0,1,1,0,0,0.2683270645803144
27,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,1,0,1,0,0,0.2682739463994792
37,admin.,single,high.school,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,1,0,1,0,0,0.2682673789582952
35,self-employed,single,university.degree,no,no,yes,cellular,nov,wed,1,3,1,success,-0.1,93.2,-42.0,4.12,5195.8,1,0,1,1,0,1,0,0,0.2682622856701986
59,retired,married,basic.9y,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,1,1,0,0,0.26816413466125116
28,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,1,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,0,0,1,1,0,0.2681554895541578
53,services,married,high.school,no,no,yes,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,1,0,1,1,1,0,0,0.26812329442665156
30,admin.,married,university.degree,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,1,1,0,0,1,0,0,0,0.2681201207081045
32,management,married,university.degree,no,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,1,0,0,0,0.2680331442526503
41,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,1,1,0,0,0.26799228827902494
39,admin.,married,university.degree,no,no,no,cellular,may,fri,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,1,0,0,1,0,0,0,0.2679671728063028
30,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,1,0,1,0,0,0.2679497139597945
34,blue-collar,married,professional.course,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,0,0,0,0.26794058330672293
32,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,1,1,0,0,0.2679360781783538
31,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,1,1,0,0,0.26789396653314773
33,management,married,university.degree,no,no,yes,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,1,1,0,1,1,1,0,0,0.267879056483854
31,unemployed,married,basic.6y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,1,0,1,1,1,0,0,0.2678434421605356
38,management,married,high.school,unknown,no,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,1,0,1,1,1,0,0,0.26783406898970474
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,1,0,1,1,1,0,0,0.26779694628659795
42,services,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,0,0,0,0.26778582744250556
42,admin.,single,high.school,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,1,0,0,0,1,0,0,0.2676903345481222
50,technician,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,0,0,1,1,0,0,0.2676843973112172
38,technician,single,university.degree,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,1,0,1,0,1,0,0,0.26764224640366135
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,1,1,1,0,0,0.267576589408405
31,admin.,married,university.degree,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,1,0,0,1,1,0,0,0.26754884839377147
48,technician,married,university.degree,no,no,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,1,0,0,1,1,0,0,0.26751693833297635
48,services,single,high.school,no,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,1,0,1,0,0,0,0,0.2675036007083453
57,technician,single,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,0,1,0,0,0.26750315477390496
41,technician,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,1,0,0,0.267386256801456
41,technician,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,1,0,0,0.267386256801456
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,1,1,1,0,0,0.2673540347343084
49,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,1,0,1,0,0,0,0,0.2672797093816509
38,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,1,0,0,0.2672374795035935
31,admin.,divorced,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,1,0,1,0,0,0.2671956903824419
39,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,1,0,1,1,1,0,0,0.2671559143654962
39,technician,single,professional.course,no,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,1,0,1,0,1,0,0,0.26714630921029753
33,services,married,high.school,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,1,1,1,1,0,0.26711895988165735
31,technician,married,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,1,1,0,0,0.26711579135036984
47,technician,married,basic.9y,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,1,0,1,1,1,0,0,0.2670084154776245
26,student,single,university.degree,unknown,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,0,1,0,0,0,0,0.2669724192605782
48,management,married,unknown,no,yes,yes,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,1,1,1,0,0,0.2668592548726362
35,technician,married,professional.course,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,0,0,1,1,0,0,0.2668247422507555
45,entrepreneur,married,basic.9y,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,1,0,0,0,0.2668018079027605
37,admin.,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,1,0,0,1,1,0,0,0.26678783300442604
34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,0,0,1,0,0,0,0.26672806791163056
45,technician,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,1,0,0,1,1,0,0,0.26664969731806115
55,admin.,single,university.degree,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,1,0,1,0,0,0.2666240184297612
35,technician,married,professional.course,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,1,0,0,1,1,0,0,0.2666191789037403
42,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,1,1,0,0,0.26661597535330656
37,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,1,0,0,0,1,0,0,0.26655875556918346
29,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,1,1,1,0,0,0.26649441739930124
34,technician,single,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,0,1,0,0,0.26647305214306927
35,admin.,married,high.school,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,1,0,0,1,1,0,0,0.2664702618207122
30,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,1,0,0,0.26645088442566933
33,admin.,single,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,1,0,1,0,0,0.266379077887775
40,technician,married,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,0,0,0,0.2663667813732197
35,services,single,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,1,0,1,0,0,0,0,0.26632791688870966
30,technician,single,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,1,0,1,0,1,1,0,0.2663241666668404
29,admin.,single,basic.9y,unknown,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,1,0,1,0,1,0,0,0.26630880596200696
29,management,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,1,1,1,0,0,0.2662503812945253
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,1,0,1,0,1,0,0,0.26618955726608085
33,admin.,married,professional.course,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,1,0,0,0,0.2661815982564318
35,admin.,single,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,1,0,1,0,0,0.26617459101867114
39,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,1,0,0,0,1,0,0,0.2661430917284521
36,services,single,basic.6y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,1,0,0,0.2661108964240092
56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,1,1,1,1,0,0.2661012620532704
32,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,1,0,1,1,0,0,0,0.2660409443354875
33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,0,1,1,1,0,0.26603954638640653
31,services,divorced,high.school,unknown,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,1,0,1,0,0,0.26602009852744735
36,technician,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,1,1,1,0,0,0.26598032756651224
57,housemaid,married,unknown,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,1,0,0,1,1,0,0,0.26598023341417854
51,entrepreneur,married,basic.6y,unknown,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,1,0,1,1,0,0,0,0.26586307797182995
35,technician,single,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,1,0,1,0,0,0.26580082669011973
28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,1,0,1,0,1,0,0,0.26579040930939635
39,unemployed,married,professional.course,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,1,1,1,0,0,0.2657521099697877
